case_id,filename,shape_x,shape_y,shape_z,ndim,voxel_x_mm,voxel_y_mm,voxel_z_mm,fov_x_mm,fov_y_mm,fov_z_mm,anisotropy_ratio,dtype,int_min,int_max,int_mean,int_std,p1,p5,p95,p99,has_nan,has_inf
topaneu_center2_ct_162.nii,topaneu_center2_ct_162_0000.nii.gz,239,300,242,3,0.5703,0.5703,0.6,136.3,171.09,145.2,1.0521,int16,-1024.0,1646.0137,-151.0935,574.903,-1007.0106,-1000.0031,886.0162,1127.004,False,False
topaneu_center2_ct_163.nii,topaneu_center2_ct_163_0000.nii.gz,254,338,207,3,0.5117,0.5117,0.7,129.98,172.96,144.9,1.3679,int16,-1024.0,2959.0,34.6303,737.965,-1001.0264,-999.9932,1847.0298,2172.9751,False,False
topaneu_center2_ct_164.nii,topaneu_center2_ct_164_0000.nii.gz,259,318,238,3,0.5059,0.5059,0.625,131.02,160.86,148.75,1.2355,int16,-1023.9545,2229.0371,26.1969,687.2864,-1005.9858,-999.9796,1514.0093,1697.9658,False,False
topaneu_center2_ct_165.nii,topaneu_center2_ct_165_0000.nii.gz,236,295,227,3,0.5547,0.5547,0.625,130.91,163.63,141.88,1.1268,int16,-1023.9546,2238.9885,-52.1645,693.196,-1008.968,-1000.0059,1594.0177,1781.9724,False,False
topaneu_center2_ct_166.nii,topaneu_center2_ct_166_0000.nii.gz,274,331,234,3,0.4883,0.4883,0.625,133.79,161.62,146.25,1.28,int16,-1023.9546,2160.0283,-65.577,616.9686,-1004.9581,-1000.0024,1152.9695,1482.9552,False,False
topaneu_center2_ct_167.nii,topaneu_center2_ct_167_0000.nii.gz,222,290,237,3,0.5957,0.5957,0.625,132.25,172.75,148.12,1.0492,int16,-1023.9545,2209.9712,-7.4808,693.0856,-1005.9924,-1000.0215,1405.0304,1715.0254,False,False
topaneu_center2_ct_169.nii,topaneu_center2_ct_169_0000.nii.gz,296,364,295,3,0.4785,0.4785,0.5,141.64,174.18,147.5,1.0449,int16,-1024.0,1906.0167,-151.0805,596.2154,-1007.0106,-999.9912,992.9656,1423.0233,False,False
topaneu_center2_ct_170.nii,topaneu_center2_ct_170_0000.nii.gz,334,403,216,3,0.4102,0.4102,0.7,136.99,165.29,151.2,1.7067,int16,-1024.0,2929.0,-51.2969,684.1689,-1001.9836,-999.993,1406.9729,1935.0046,False,False
topaneu_center2_ct_171.nii,topaneu_center2_ct_171_0000.nii.gz,330,340,170,3,0.4102,0.4102,0.8,135.35,139.45,136.0,1.9505,int16,-2048.0,2244.0,-13.1651,604.8017,-1003.9965,-1000.0015,1144.9834,1477.0264,False,False
topaneu_center2_ct_172.nii,topaneu_center2_ct_172_0000.nii.gz,317,406,195,3,0.4277,0.4277,0.8,135.59,173.66,156.0,1.8703,int16,-2048.0,1977.9938,-157.6043,619.7632,-1000.0191,-1000.0191,1021.9777,1389.0382,False,False
topaneu_center2_ct_173.nii,topaneu_center2_ct_173_0000.nii.gz,290,379,220,3,0.4551,0.4551,0.7,131.97,172.47,153.99,1.5381,int16,-1024.0,2995.0,-87.1297,693.4688,-1004.989,-1000.0215,1450.0138,1995.9993,False,False
topaneu_center2_ct_174.nii,topaneu_center2_ct_174_0000.nii.gz,231,282,226,3,0.5605,0.5605,0.625,129.49,158.07,141.25,1.115,int16,-1023.9545,3070.9998,-75.7543,570.0059,-1002.0223,-1000.0228,912.0182,1272.9315,False,False
topaneu_center2_ct_175.nii,topaneu_center2_ct_175_0000.nii.gz,232,323,304,3,0.5879,0.5879,0.5,136.39,189.89,152.0,1.1758,int16,-1024.0,2033.9874,-33.4751,631.9112,-1016.0209,-1002.0223,1247.9678,1533.9585,False,False
topaneu_center2_ct_184.nii,topaneu_center2_ct_184_0000.nii.gz,298,380,243,3,0.4883,0.4883,0.625,145.51,185.55,151.88,1.28,int16,-1023.9546,2214.9937,-124.4847,653.9451,-1004.9761,-999.9844,1233.9928,1652.0635,False,False
topaneu_center2_ct_189.nii,topaneu_center2_ct_189_0000.nii.gz,323,416,197,3,0.3965,0.3965,0.7,128.06,164.94,137.9,1.7655,int16,-1024.0,2956.0,-59.0136,760.703,-1006.9954,-1000.0113,1666.9866,2016.0071,False,False
topaneu_center2_ct_190.nii,topaneu_center2_ct_190_0000.nii.gz,322,392,154,3,0.4102,0.4102,1.0,132.07,160.78,154.0,2.4381,int16,-2047.9999,2208.0303,-98.6093,631.6191,-1004.9526,-1000.017,1177.9717,1533.9884,False,False
topaneu_center2_ct_191.nii,topaneu_center2_ct_191_0000.nii.gz,307,398,230,3,0.4082,0.4082,0.6,125.32,162.46,137.99,1.4698,int16,-1024.0,1904.0171,-85.7239,620.1393,-1015.0195,-1000.0075,1227.984,1455.9794,False,False
topaneu_center2_ct_192.nii,topaneu_center2_ct_192_0000.nii.gz,317,378,500,3,0.4199,0.4199,0.3,133.12,158.73,150.0,1.3997,int16,-31743.0,31726.5312,-71.6801,693.5336,-1019.8147,-1000.4451,1152.4926,1476.9344,False,False
topaneu_center2_ct_193.nii,topaneu_center2_ct_193_0000.nii.gz,361,449,398,3,0.362,0.362,0.3,130.68,162.54,119.4,1.2067,int16,-2048.0,2329.0,-72.9217,701.3556,-2048.0,-1043.0299,1385.0081,1792.0186,False,False
topaneu_center2_ct_196.nii,topaneu_center2_ct_196_0000.nii.gz,296,343,237,3,0.4883,0.4883,0.625,144.53,167.48,148.12,1.28,int16,-1023.9547,2145.9849,-56.878,621.0317,-1007.0251,-1000.0114,1212.0535,1611.0106,False,False
topaneu_center2_ct_197.nii,topaneu_center2_ct_197_0000.nii.gz,332,427,174,3,0.39,0.39,0.8,129.48,166.53,139.2,2.0513,int16,-2048.0,2102.0,-132.9615,659.6989,-2048.0,-999.9723,1183.0284,1461.025,False,False
topaneu_center2_mr_002.nii,topaneu_center2_mr_002_0000.nii.gz,490,583,200,3,0.2976,0.2976,0.55,145.83,173.51,110.0,1.848,int16,0.0,4485.3101,336.3209,248.6731,0.0,0.0,637.2583,808.841,False,False
topaneu_center2_mr_004.nii,topaneu_center2_mr_004_0000.nii.gz,465,570,140,3,0.2976,0.2976,0.55,138.39,169.64,77.0,1.848,int16,0.0,2974.6006,241.6493,161.1033,0.0,10.9389,437.9633,543.8115,False,False
topaneu_center2_mr_007.nii,topaneu_center2_mr_007_0000.nii.gz,480,604,140,3,0.2976,0.2976,0.55,142.86,179.76,77.0,1.848,int16,0.0,2715.4954,220.004,160.2367,0.0,3.4806,432.797,527.0634,False,False
topaneu_center2_mr_010.nii,topaneu_center2_mr_010_0000.nii.gz,470,624,140,3,0.2976,0.2976,0.55,139.88,185.71,77.0,1.848,int16,0.0,3445.4719,238.1169,164.2775,0.0,3.9957,432.1626,544.2515,False,False
topaneu_center2_mr_011.nii,topaneu_center2_mr_011_0000.nii.gz,351,404,136,3,0.3906,0.3906,0.5999,137.1,157.8,81.59,1.536,int16,0.0,2218.0,244.3284,120.8893,38.0074,84.0021,437.0003,577.9966,False,False
topaneu_center2_mr_012.nii,topaneu_center2_mr_012_0000.nii.gz,485,603,200,3,0.2976,0.2976,0.55,144.35,179.46,110.0,1.848,float32,0.0,3937.8435,295.1904,239.1423,0.0,0.0,614.5163,802.5906,False,False
topaneu_center2_mr_016.nii,topaneu_center2_mr_016_0000.nii.gz,460,598,198,3,0.2976,0.2976,0.55,136.9,177.98,108.9,1.848,int16,0.0,5040.4917,400.9449,273.043,0.0,13.7674,755.3624,961.4122,False,False
topaneu_center2_mr_017.nii,topaneu_center2_mr_017_0000.nii.gz,475,608,200,3,0.2976,0.2976,0.55,141.37,180.95,110.0,1.848,int16,0.0,4283.7886,324.1458,218.3262,0.0,0.0,635.2963,816.8188,False,False
topaneu_center2_mr_018.nii,topaneu_center2_mr_018_0000.nii.gz,495,648,196,3,0.2976,0.2976,0.55,147.32,192.86,107.8,1.848,float32,0.0,4359.2339,282.7895,213.0035,0.0,0.0,542.5844,710.9406,False,False
topaneu_center2_mr_019.nii,topaneu_center2_mr_019_0000.nii.gz,510,578,200,3,0.2976,0.2976,0.55,151.79,172.02,110.0,1.848,int16,0.0,3911.49,314.0923,215.2903,0.0,0.0,572.384,699.6335,False,False
topaneu_center2_mr_020.nii,topaneu_center2_mr_020_0000.nii.gz,515,587,200,3,0.2976,0.2976,0.55,153.27,174.7,110.0,1.848,float32,0.0,4862.6226,283.4018,238.9621,0.0,0.0,588.026,757.6446,False,False
topaneu_center2_mr_025.nii,topaneu_center2_mr_025_0000.nii.gz,470,553,200,3,0.2976,0.2976,0.55,139.88,164.58,110.0,1.848,int16,0.0,4113.9077,314.4223,226.4369,0.0,0.0,604.0135,783.6105,False,False
topaneu_center2_mr_028.nii,topaneu_center2_mr_028_0000.nii.gz,450,583,200,3,0.2976,0.2976,0.55,133.93,173.51,110.0,1.848,int16,0.0,3281.4114,240.4565,172.673,0.0,0.0,447.4857,566.8052,False,False
topaneu_center2_mr_029.nii,topaneu_center2_mr_029_0000.nii.gz,455,573,200,3,0.2976,0.2976,0.55,135.42,170.54,110.0,1.848,int16,0.0,3358.7251,246.2547,182.7228,0.0,0.0,499.9009,640.482,False,False
topaneu_center2_mr_031.nii,topaneu_center2_mr_031_0000.nii.gz,465,568,185,3,0.2976,0.2976,0.55,138.39,169.05,101.75,1.848,int16,0.0,4116.9448,339.6608,240.4609,0.0,0.0,650.0671,823.389,False,False
topaneu_center2_mr_032.nii,topaneu_center2_mr_032_0000.nii.gz,490,559,140,3,0.2976,0.2976,0.55,145.83,166.37,77.0,1.848,int16,0.0,3424.8521,276.006,198.454,0.0,4.0763,527.1978,666.1569,False,False
topaneu_center2_mr_034.nii,topaneu_center2_mr_034_0000.nii.gz,450,587,187,3,0.2976,0.2976,0.55,133.93,174.7,102.85,1.848,int16,0.0,4588.6187,310.3344,217.1051,0.0,0.0,567.1444,704.5894,False,False
topaneu_center2_mr_035.nii,topaneu_center2_mr_035_0000.nii.gz,470,572,200,3,0.2976,0.2976,0.55,139.88,170.24,110.0,1.848,int16,0.0,4124.3296,321.9969,227.1885,0.0,0.0,617.6268,757.1498,False,False
topaneu_center2_mr_038.nii,topaneu_center2_mr_038_0000.nii.gz,460,567,200,3,0.2976,0.2976,0.55,136.9,168.75,110.0,1.848,int16,0.0,3615.408,353.6788,220.7395,0.0,0.0,655.722,797.5027,False,False
topaneu_center2_mr_042.nii,topaneu_center2_mr_042_0000.nii.gz,470,572,200,3,0.2976,0.2976,0.55,139.88,170.24,110.0,1.848,int16,0.0,4807.9106,369.1523,256.5154,0.0,0.0,688.7413,913.8955,False,False
topaneu_center2_mr_044.nii,topaneu_center2_mr_044_0000.nii.gz,455,577,138,3,0.2976,0.2976,0.55,135.42,171.73,75.9,1.848,int16,0.0,3442.5847,231.4571,170.1212,0.0,6.829,439.2598,541.4316,False,False
topaneu_center2_mr_047.nii,topaneu_center2_mr_047_0000.nii.gz,480,583,200,3,0.2976,0.2976,0.55,142.86,173.51,110.0,1.848,int16,0.0,3657.7361,306.4565,207.3364,0.0,12.9487,596.6461,765.2586,False,False
topaneu_center2_mr_048.nii,topaneu_center2_mr_048_0000.nii.gz,450,572,200,3,0.2976,0.2976,0.55,133.93,170.24,110.0,1.848,int16,0.0,4124.6475,303.4067,224.7435,0.0,0.0,575.0653,694.0812,False,False
topaneu_center2_mr_049.nii,topaneu_center2_mr_049_0000.nii.gz,475,583,200,3,0.2976,0.2976,0.55,141.37,173.51,110.0,1.848,int16,0.0,4215.2275,337.073,238.7174,0.0,0.0,657.2243,815.8381,False,False
topaneu_center2_mr_050.nii,topaneu_center2_mr_050_0000.nii.gz,450,537,200,3,0.2976,0.2976,0.55,133.93,159.82,110.0,1.848,int16,0.0,4864.0684,331.4022,232.4662,0.0,0.0,593.7674,758.0183,False,False
topaneu_center2_mr_051.nii,topaneu_center2_mr_051_0000.nii.gz,505,632,185,3,0.2976,0.2976,0.55,150.3,188.1,101.75,1.848,int16,0.0,3666.1487,292.744,194.8595,0.0,0.0,516.3432,654.072,False,False
topaneu_center2_mr_054.nii,topaneu_center2_mr_054_0000.nii.gz,500,563,200,3,0.2976,0.2976,0.55,148.81,167.56,110.0,1.848,int16,0.0,4158.3677,301.7041,223.2408,0.0,0.0,579.4493,698.7403,False,False
topaneu_center2_mr_055.nii,topaneu_center2_mr_055_0000.nii.gz,455,569,140,3,0.2976,0.2976,0.55,135.42,169.35,77.0,1.848,int16,0.0,4794.3218,281.9482,189.4165,0.0,4.0236,514.9498,630.7567,False,False
topaneu_center2_mr_056.nii,topaneu_center2_mr_056_0000.nii.gz,480,613,200,3,0.2976,0.2976,0.55,142.86,182.44,110.0,1.848,float32,0.0,5275.6729,356.0522,248.8391,0.0,0.0,647.3939,826.51,False,False
topaneu_center2_mr_057.nii,topaneu_center2_mr_057_0000.nii.gz,460,567,200,3,0.2976,0.2976,0.55,136.9,168.75,110.0,1.848,float32,0.0,3834.0376,306.5917,217.0273,0.0,0.0,586.8503,743.3476,False,False
topaneu_center2_mr_058.nii,topaneu_center2_mr_058_0000.nii.gz,495,603,200,3,0.2976,0.2976,0.55,147.32,179.46,110.0,1.848,int16,0.0,3384.8516,261.9301,186.733,0.0,0.0,496.3003,665.0393,False,False
topaneu_center2_mr_069.nii,topaneu_center2_mr_069_0000.nii.gz,475,583,220,3,0.2976,0.2976,0.5,141.37,173.51,110.0,1.68,int16,0.0,4151.9937,283.5938,217.0172,0.0,0.0,544.8561,695.1351,False,False
topaneu_center2_mr_074.nii,topaneu_center2_mr_074_0000.nii.gz,475,613,200,3,0.2976,0.2976,0.55,141.37,182.44,110.0,1.848,float32,0.0,4640.4819,319.4077,245.2448,0.0,0.0,607.189,780.6716,False,False
topaneu_center2_mr_077.nii,topaneu_center2_mr_077_0000.nii.gz,515,593,193,3,0.2976,0.2976,0.55,153.27,176.49,106.15,1.848,float32,0.0,3292.572,244.1868,192.3737,0.0,0.0,483.3225,619.2256,False,False
topaneu_center2_mr_078.nii,topaneu_center2_mr_078_0000.nii.gz,455,542,200,3,0.2976,0.2976,0.55,135.42,161.31,110.0,1.848,int16,0.0,3743.2375,314.5273,215.1224,0.0,0.0,650.9755,813.7622,False,False
topaneu_center2_mr_079.nii,topaneu_center2_mr_079_0000.nii.gz,495,563,200,3,0.2976,0.2976,0.55,147.32,167.56,110.0,1.848,int16,0.0,5058.4087,395.513,282.5934,0.0,0.0,760.826,945.9189,False,False
topaneu_center2_mr_080.nii,topaneu_center2_mr_080_0000.nii.gz,480,598,200,3,0.2976,0.2976,0.55,142.86,177.98,110.0,1.848,int16,0.0,5365.7397,352.3114,264.0235,0.0,0.0,667.6983,886.2252,False,False
topaneu_center2_mr_083.nii,topaneu_center2_mr_083_0000.nii.gz,500,562,190,3,0.2976,0.2976,0.55,148.81,167.26,104.5,1.848,int16,0.0,3416.646,273.3295,195.2687,0.0,0.0,555.3907,706.8941,False,False
topaneu_center2_mr_085.nii,topaneu_center2_mr_085_0000.nii.gz,445,588,200,3,0.2976,0.2976,0.55,132.44,175.0,110.0,1.848,int16,0.0,4882.4175,338.5615,250.8202,0.0,0.0,650.989,885.3689,False,False
topaneu_center2_mr_086.nii,topaneu_center2_mr_086_0000.nii.gz,408,505,201,3,0.3516,0.3516,0.6,143.44,177.54,120.6,1.7067,int16,0.0,3497.8884,414.2839,275.0956,0.0,18.3074,769.1779,1062.2031,False,False
topaneu_center4_ct_002.nii,topaneu_center4_ct_002_0000.nii.gz,320,403,596,3,0.43,0.43,0.25,137.6,173.29,149.02,1.7198,int16,-2047.9999,2318.0,-103.7988,597.6188,-1019.973,-1001.9854,1065.9935,1588.9675,False,False
topaneu_center4_ct_005.nii,topaneu_center4_ct_005_0000.nii.gz,317,369,604,3,0.43,0.43,0.25,136.31,158.67,150.99,1.7202,int16,-2047.9999,2474.0,-76.5434,570.6874,-1059.9703,-1018.9836,928.9919,1410.0,False,False
topaneu_center4_ct_008_1.nii,topaneu_center4_ct_008_1_0000.nii.gz,310,386,586,3,0.43,0.43,0.25,133.3,165.98,146.5,1.72,int16,-2048.0,2324.0,-35.947,687.7487,-1060.9895,-1020.028,1364.0079,1739.9994,False,False
topaneu_center4_ct_008_2.nii,topaneu_center4_ct_008_2_0000.nii.gz,310,386,586,3,0.43,0.43,0.25,133.3,165.98,146.5,1.72,int16,-2048.0,2324.0,-35.947,687.7487,-1060.9895,-1020.028,1364.0079,1739.9994,False,False
topaneu_center4_ct_009.nii,topaneu_center4_ct_009_0000.nii.gz,368,354,622,3,0.429,0.429,0.25,157.87,151.87,155.5,1.716,int16,-2048.0,2397.0,-154.6258,630.0481,-1028.0273,-1005.9838,1042.9825,1685.0269,False,False
topaneu_center4_ct_012.nii,topaneu_center4_ct_012_0000.nii.gz,332,418,550,3,0.39,0.39,0.25,129.48,163.02,137.5,1.56,int16,-2048.0,2455.0,-100.8849,697.4226,-2048.0,-1020.9711,1270.0037,1712.0239,False,False
topaneu_center4_ct_019.nii,topaneu_center4_ct_019_0000.nii.gz,324,383,598,3,0.43,0.43,0.25,139.32,164.69,149.48,1.7202,int16,-2048.0,2306.0,-131.2118,686.2715,-2048.0,-1024.9911,1120.0192,1585.0172,False,False
topaneu_center4_ct_020_1.nii,topaneu_center4_ct_020_1_0000.nii.gz,352,396,608,3,0.43,0.43,0.25,151.36,170.28,152.02,1.7197,int16,-2047.9999,2317.0,-177.5526,590.6146,-1029.0004,-1009.0187,785.0038,1437.0063,False,False
topaneu_center4_ct_020_2.nii,topaneu_center4_ct_020_2_0000.nii.gz,351,399,610,3,0.429,0.429,0.25,150.58,171.17,152.5,1.716,int16,-2048.0,2436.0,-183.0678,625.5732,-2048.0,-1032.9677,843.0117,1425.0045,False,False
topaneu_center4_ct_020_3.nii,topaneu_center4_ct_020_3_0000.nii.gz,351,397,591,3,0.43,0.43,0.2501,150.93,170.71,147.78,1.7196,int16,-2048.0,2369.0,-170.8854,618.2327,-2048.0,-1026.0275,802.9819,1329.9755,False,False
topaneu_center4_ct_023.nii,topaneu_center4_ct_023_0000.nii.gz,320,382,592,3,0.43,0.43,0.25,137.6,164.26,148.0,1.72,int16,-2048.0,2374.0,-115.3972,636.2551,-1021.0245,-999.9722,1126.9872,1553.9716,False,False
topaneu_center4_ct_025_1.nii,topaneu_center4_ct_025_1_0000.nii.gz,323,372,584,3,0.43,0.43,0.25,138.89,159.96,146.02,1.7197,int16,-2048.0,6911.0,-92.6451,656.0916,-1057.0212,-1025.0321,1122.0657,1653.0302,False,False
topaneu_center4_ct_025_2.nii,topaneu_center4_ct_025_2_0000.nii.gz,323,367,574,3,0.429,0.429,0.25,138.57,157.44,143.5,1.716,int16,-1340.0,2386.0,-76.9312,670.029,-1066.0151,-1027.0126,1210.9753,1731.9956,False,False
topaneu_center4_ct_030.nii,topaneu_center4_ct_030_0000.nii.gz,330,393,626,3,0.43,0.43,0.25,141.9,168.99,156.52,1.7198,int16,-2048.0,2356.0,-79.2092,649.6642,-1068.0117,-1015.9984,1194.973,1697.9705,False,False
topaneu_center4_ct_034_1.nii,topaneu_center4_ct_034_1_0000.nii.gz,319,384,554,3,0.41,0.41,0.25,130.79,157.44,138.5,1.64,int16,-2048.0,9098.0,-189.5159,632.3326,-2048.0,-1068.016,747.0463,1315.9541,False,False
topaneu_center4_ct_034_2.nii,topaneu_center4_ct_034_2_0000.nii.gz,301,371,285,3,0.429,0.429,0.3,129.13,159.16,85.5,1.4301,int16,-1260.9998,8044.0,-76.2277,543.9682,-1098.0007,-1046.0342,785.0069,1353.9415,False,False
topaneu_center4_ct_037.nii,topaneu_center4_ct_037_0000.nii.gz,345,383,610,3,0.43,0.43,0.25,148.35,164.69,152.49,1.7201,int16,-2048.0,2391.0,-116.8604,629.492,-1063.0006,-1023.9854,1102.0068,1639.0083,False,False
topaneu_center4_ct_041.nii,topaneu_center4_ct_041_0000.nii.gz,335,422,592,3,0.39,0.39,0.25,130.65,164.58,148.0,1.56,int16,-2048.0,2623.0,-157.6321,602.5897,-1221.9952,-1023.9937,822.0261,1408.9747,False,False
topaneu_center4_ct_042_2.nii,topaneu_center4_ct_042_2_0000.nii.gz,319,368,586,3,0.429,0.429,0.25,136.85,157.87,146.48,1.7162,int16,-1337.0,2419.0,-68.0018,625.411,-1055.9949,-1022.0084,1169.9803,1720.9865,False,False
topaneu_center4_ct_045.nii,topaneu_center4_ct_045_0000.nii.gz,323,386,598,3,0.43,0.43,0.25,138.89,165.98,149.5,1.72,int16,-2048.0,2386.0,-28.2502,628.7097,-1055.9911,-1017.967,1132.0173,1587.0208,False,False
topaneu_center4_ct_047.nii,topaneu_center4_ct_047_0000.nii.gz,331,390,622,3,0.43,0.43,0.25,142.33,167.7,155.5,1.72,int16,-2048.0,2373.0,-159.5888,655.8925,-2048.0,-1035.0186,1037.0194,1559.026,False,False
topaneu_center4_ct_048.nii,topaneu_center4_ct_048_0000.nii.gz,333,423,628,3,0.429,0.429,0.25,142.86,181.47,156.99,1.7162,int16,-2048.0,2517.0,-153.4737,667.7095,-2048.0,-1037.9673,1070.0061,1624.9669,False,False
topaneu_center4_ct_051_1.nii,topaneu_center4_ct_051_1_0000.nii.gz,306,396,598,3,0.43,0.43,0.25,131.58,170.28,149.5,1.72,int16,-2047.9999,2413.0,-119.7217,615.6674,-1050.0184,-1024.9684,924.9789,1396.9797,False,False
topaneu_center4_ct_051_2.nii,topaneu_center4_ct_051_2_0000.nii.gz,306,397,296,3,0.43,0.43,0.3,131.58,170.71,88.8,1.4334,int16,-2048.0,2452.0,8.2417,527.9222,-1073.0172,-1014.0334,939.0222,1466.9921,False,False
topaneu_center4_ct_055.nii,topaneu_center4_ct_055_0000.nii.gz,320,372,597,3,0.43,0.43,0.25,137.6,159.96,149.25,1.72,int16,-2048.0,2369.0,-91.0153,659.6254,-2048.0,-1015.985,1124.0038,1642.0333,False,False
topaneu_center4_ct_057.nii,topaneu_center4_ct_057_0000.nii.gz,313,358,584,3,0.43,0.43,0.25,134.59,153.94,146.02,1.7198,int16,-1297.0,2426.0,-42.8012,650.3921,-1053.0039,-1019.9977,1234.9922,1664.0164,False,False
topaneu_center4_ct_059.nii,topaneu_center4_ct_059_0000.nii.gz,341,393,602,3,0.43,0.43,0.25,146.63,168.99,150.52,1.7197,int16,-2048.0,2436.0,-152.1855,633.9474,-2048.0,-1027.9729,932.028,1478.0312,False,False
topaneu_center4_ct_060.nii,topaneu_center4_ct_060_0000.nii.gz,313,372,592,3,0.43,0.43,0.25,134.59,159.96,148.0,1.72,int16,-2048.0,7296.0,-152.7663,633.6183,-2048.0,-1023.9883,937.0612,1422.9749,False,False
topaneu_center4_ct_062_1.nii,topaneu_center4_ct_062_1_0000.nii.gz,378,426,622,3,0.39,0.39,0.25,147.42,166.14,155.5,1.56,int16,-2048.0,2364.0,-119.8711,691.0779,-2048.0,-1037.0134,1121.019,1644.9924,False,False
topaneu_center4_ct_062_2.nii,topaneu_center4_ct_062_2_0000.nii.gz,354,385,626,3,0.429,0.429,0.25,151.87,165.16,156.52,1.7158,int16,-2048.0,8827.0,-133.6595,639.958,-1094.0002,-1027.9553,1079.0085,1691.9977,False,False
topaneu_center4_ct_063.nii,topaneu_center4_ct_063_0000.nii.gz,343,423,610,3,0.39,0.39,0.25,133.77,164.97,152.5,1.56,int16,-2048.0,2456.0,-114.8661,665.1464,-2048.0,-1028.9902,1089.0272,1562.004,False,False
topaneu_center4_ct_064.nii,topaneu_center4_ct_064_0000.nii.gz,347,446,608,3,0.39,0.39,0.25,135.33,173.94,152.01,1.5599,int16,-2047.9999,2445.0,-123.7753,635.9371,-2047.9999,-1020.9893,939.9975,1503.0022,False,False
topaneu_center4_ct_065.nii,topaneu_center4_ct_065_0000.nii.gz,355,422,610,3,0.39,0.39,0.25,138.45,164.58,152.49,1.5601,int16,-2048.0,2342.0,-89.4898,759.9916,-2048.0,-1025.9777,1509.0153,1766.9827,False,False
topaneu_center4_ct_067.nii,topaneu_center4_ct_067_0000.nii.gz,324,403,608,3,0.43,0.43,0.25,139.32,173.29,152.02,1.7197,int16,-2048.0,2402.0,-122.483,587.3082,-1058.9979,-1021.991,826.9981,1327.0332,False,False
topaneu_center4_ct_070.nii,topaneu_center4_ct_070_0000.nii.gz,322,385,604,3,0.429,0.429,0.25,138.14,165.16,151.0,1.716,int16,-2047.9999,2476.0,-132.1684,619.3828,-1060.0166,-1025.0175,986.0173,1634.0189,False,False
topaneu_center4_ct_072.nii,topaneu_center4_ct_072_0000.nii.gz,313,372,580,3,0.43,0.43,0.25,134.59,159.96,145.0,1.72,int16,-1284.0,2457.0,-54.6833,627.829,-1052.0106,-1021.9844,1119.9785,1596.9725,False,False
topaneu_center4_ct_074.nii,topaneu_center4_ct_074_0000.nii.gz,323,396,585,3,0.43,0.43,0.25,138.89,170.28,146.26,1.7199,int16,-2048.0,2429.0,-167.1661,628.4706,-2048.0,-1021.9824,821.9664,1416.9869,False,False
topaneu_center4_ct_083.nii,topaneu_center4_ct_083_0000.nii.gz,359,434,548,3,0.39,0.39,0.25,140.01,169.26,137.0,1.56,int16,-2048.0,2493.0,-84.2703,600.6871,-2048.0,-1005.9987,804.0266,1281.0273,False,False
topaneu_center4_ct_087.nii,topaneu_center4_ct_087_0000.nii.gz,327,372,274,3,0.43,0.43,0.5,140.61,159.96,137.0,1.1628,int16,-2048.0,2426.0,-28.4319,625.8611,-2048.0,-1006.0123,1220.0305,1640.9763,False,False
topaneu_center4_ct_093.nii,topaneu_center4_ct_093_0000.nii.gz,355,369,274,3,0.43,0.43,0.5,152.65,158.67,137.0,1.1628,int16,-2048.0,2392.0,-57.9456,648.8461,-2048.0,-1010.0014,1265.994,1676.0175,False,False
topaneu_center4_ct_094.nii,topaneu_center4_ct_094_0000.nii.gz,343,400,568,3,0.39,0.39,0.25,133.77,156.0,142.0,1.56,int16,-2048.0,2370.0,-28.6456,690.0671,-1065.0312,-1018.9872,1436.9852,1759.9674,False,False
topaneu_center4_ct_097.nii,topaneu_center4_ct_097_0000.nii.gz,296,368,556,3,0.43,0.43,0.25,127.28,158.24,139.0,1.72,int16,-1363.0,2499.0,-144.0793,574.7154,-1047.0155,-1021.0272,786.0128,1370.0125,False,False
topaneu_center4_ct_101.nii,topaneu_center4_ct_101_0000.nii.gz,374,407,598,3,0.39,0.39,0.25,145.86,158.73,149.5,1.56,int16,-2048.0,2531.0,-239.3699,605.8795,-2048.0,-1023.9697,573.9814,1076.9832,False,False
topaneu_center4_ct_102.nii,topaneu_center4_ct_102_0000.nii.gz,352,403,626,3,0.43,0.43,0.25,151.36,173.29,156.51,1.7199,int16,-2048.0,2321.0,-71.7836,696.6752,-2048.0,-1031.0,1287.0001,1665.0001,False,False
topaneu_center4_ct_103.nii,topaneu_center4_ct_103_0000.nii.gz,327,428,610,3,0.43,0.43,0.25,140.61,184.04,152.49,1.7202,int16,-2048.0,2339.0,-57.1553,624.0513,-1076.0118,-1023.9985,1178.9738,1538.9841,False,False
topaneu_center4_ct_104.nii,topaneu_center4_ct_104_0000.nii.gz,351,423,598,3,0.39,0.39,0.25,136.89,164.97,149.49,1.5601,int16,-2047.9999,2382.0,-127.1293,676.9856,-2047.9999,-1029.9821,1222.0275,1763.0099,False,False
topaneu_center4_ct_105.nii,topaneu_center4_ct_105_0000.nii.gz,319,413,610,3,0.429,0.429,0.25,136.85,177.18,152.5,1.716,int16,-2048.0,2432.0,-159.4261,676.9773,-2048.0,-1029.9767,1125.9742,1677.9846,False,False
topaneu_center4_ct_106.nii,topaneu_center4_ct_106_0000.nii.gz,324,403,615,3,0.43,0.43,0.25,139.32,173.29,153.76,1.7199,int16,-2047.9999,2380.0,-137.2564,711.85,-2047.9999,-1025.9823,1313.9962,1682.9792,False,False
